RA,Dec,Rplanet,P,S/SEarth,K,Rstar,Teff,Vmag,Imag,Jmag,Kmag,Dist,Dil,log10,SNR,Mult.
231.9,-32.85,2.096,4.298,6.174,5.641,0.2378,3320,15.09,12.71,11.37,10.61,2.95,1.019,-3.836,18.45,3
232.3,45.74,2.871,4.999,214,2.83,0.8677,5598,10.04,9.302,8.766,8.37,4.7,1,-4.809,32.11,0
232.4,-32.04,1.895,4.094,8.493,4.617,0.278,3374,15.08,12.77,11.47,10.71,3.45,1.02,-3.677,9.181,3
232.5,-72.73,2.327,5.776,316.9,1.971,1.093,5943,7.401,6.759,6.304,5.987,2.9,1.009,-4.708,12.65,0
232.8,70.29,1.997,3.313,44.87,3.278,0.5278,3883,13.88,12.1,11.05,10.24,4.85,1.025,-4.464,14.05,3
232.8,7.493,2.015,18.49,1.181,2.93,0.2814,3393,13.18,10.9,9.627,8.866,1.65,1.002,-3.599,18.83,2
233.9,52.66,2.67,6.615,4.131,5.508,0.2681,3352,17.01,14.65,13.33,12.56,5.2,1,-4.008,8.379,2
233.9,-44.41,10.01,4.874,97.87,9.793,0.7547,4808,11.27,10.21,9.465,8.862,4.7,1.089,-4.794,239.9,1
234,70.13,2.875,15.31,2.635,3.384,0.3889,3525,16.15,13.99,12.77,11.98,5.6,1,-3.52,9.508,1
234.3,57.39,3.084,5.369,293.8,2.778,0.9749,5943,11.15,10.5,10.03,9.696,6.35,1,-4.809,10.08,0
234.7,33.38,1.38,0.9955,70.67,4.455,0.3206,3449,14.11,11.89,10.64,9.873,3,1.001,-3.695,13.05,4
235,50.33,2.231,8.167,85.38,2.054,0.7837,5408,10.82,10.02,9.433,8.989,5.05,1,-4.712,14.22,1
235,71.61,0.897,8.133,6.753,0.4061,0.3977,3594,11.81,9.77,8.608,7.827,1.55,1,-3.959,8.343,0
235.2,-27.74,3.108,5.174,173.8,3.182,0.8109,5483,10.3,9.525,8.965,8.543,4.7,1.003,-4.594,14.15,0
235.3,9.086,2.183,14.2,3.429,2.53,0.4083,3638,12.56,10.55,9.406,8.616,2.45,1.018,-4.457,19.13,2
235.4,-36.62,3.729,8.772,44.83,3.316,0.744,4808,10.34,9.297,8.551,7.944,3.75,1.012,-4.174,33.35,0
236,41.49,1.594,12.37,61.08,1.285,0.8311,5572,9.566,8.819,8.277,7.872,4.1,1,-4.731,10.2,1
237.1,66.06,2.912,17.6,87.76,1.636,1.117,6223,10.56,9.985,9.571,9.292,6.3,1,-4.87,17.67,0
237.3,84.32,1.263,8.761,3.746,1.644,0.3115,3424,14.19,11.94,10.68,9.91,2.95,1.012,-4.387,8.529,2
238,74.66,3.416,6.482,2.72,9.139,0.1995,3250,17.16,14.66,13.27,12.5,4.4,1.004,-4.559,32.85,3
238.1,10.59,1.557,1.81,71.97,3.414,0.4656,3737,12.5,10.59,9.492,8.688,2.9,1.001,-4.35,13.62,2
238.2,40.73,2.286,6.825,108.7,2.131,0.7957,5433,10.95,10.16,9.582,9.146,5.25,1.001,-4.8,11.03,2
238.4,70.71,1.954,6.374,6.541,3.517,0.3397,3443,15.88,13.64,12.37,11.6,4.85,1,-3.599,14.86,1
238.4,-7.507,6.604,3.136,2033,5.348,1.571,6730,7.658,7.213,6.895,6.704,4.55,1.002,-4.066,44.35,1
238.5,-7.387,3.519,12.46,5.903,3.741,0.4806,3767,13.88,11.99,10.9,10.09,4.4,1,-3.695,15.66,1
238.5,69.05,8.336,2.687,710.6,8.61,1.004,5834,9.908,9.229,8.743,8.398,5.1,1.001,-4.14,492.5,1
238.7,-6.886,3.266,7.084,98.98,3.098,0.7673,5395,8.163,7.364,6.782,6.336,2.35,1.001,-4.731,45.81,0
238.9,71.71,2.402,6.474,278.7,2.103,1.072,5929,11.75,11.09,10.62,10.29,7.15,1,-4.71,12.44,0
238.9,26.85,2.939,8.54,4.64,4.54,0.346,3475,14.09,11.9,10.66,9.886,3.2,1.012,-4.293,27.8,3
238.9,64.69,2.839,8.131,8.471,3.734,0.4445,3667,13.42,11.43,10.3,9.498,3.55,1,-4.364,48.39,2
239,-38.56,2.606,6.767,3.331,6.062,0.2355,3309,15.94,13.54,12.19,11.43,3.75,2.658,-4.584,11.4,1
239.1,79.09,1.988,2.234,454.4,2.838,0.7589,5420,12.36,11.57,10.99,10.55,6.55,1.155,-4.806,10.06,0
239.2,10.11,2.672,7.32,11.17,3.54,0.4656,3737,12.5,10.59,9.492,8.688,2.9,1.08,-4.114,22.16,2
239.6,66.57,3.077,48.27,13.36,1.455,0.8932,5834,12.08,11.41,10.92,10.56,7,1.009,-4.594,11.28,0
239.7,23.27,21.77,5.317,200.4,17.9,0.8834,5598,10.36,9.614,9.078,8.682,5.05,1,-4.644,1138,2
240.1,56.72,2.34,2.198,2847,2.665,1.762,5916,9.114,8.461,7.992,7.664,5.6,1,-4.774,16.1,1
240.4,41.05,5.946,10,65.3,4.563,0.7957,5433,10.95,10.16,9.582,9.146,5.25,1.008,-4.855,68.93,2
240.4,70.25,1.712,26.6,2.79,1.418,0.5278,3883,13.88,12.1,11.05,10.24,4.85,1.003,-3.664,8.292,3
240.5,63.37,3.297,12.59,388.6,1.934,1.567,6918,8.743,8.34,8.03,7.847,5.7,1.002,-4.755,27.53,1
240.7,20.79,2.396,9.064,3.728,3.885,0.3203,3441,13.99,11.76,10.5,9.733,2.85,1.007,-4.511,19.25,2
241.2,33.26,1.815,5.742,8.589,3.237,0.3602,3499,13.59,11.43,10.21,9.43,2.85,1,-3.599,8.215,2
241.2,65.81,1.344,2.064,217.9,1.936,0.658,4605,12.53,11.3,10.51,9.831,5.3,1.021,-3.828,12.92,1
241.2,13.64,2.714,7.315,51.2,2.748,0.6828,4827,10.74,9.655,8.938,8.322,3.95,1.001,-3.61,9.947,1
241.5,39.86,1.98,3.083,16.27,4.527,0.3275,3458,14.09,11.88,10.64,9.867,3.05,1.015,-3.959,18.61,3
241.7,68.35,2.963,189.4,0.1187,1.403,0.4359,3610,15.67,13.61,12.44,11.64,5.6,1.004,-4.029,8.862,2
241.8,25.82,1.623,1.754,38.3,4.431,0.346,3475,14.09,11.9,10.66,9.886,3.2,1.003,-4.457,20.81,3
242,70.54,2.165,7.913,11.94,2.703,0.503,3797,15.23,13.36,12.27,11.45,5.9,1,-3.487,11.17,2
242.1,51.36,1.831,10.36,4.403,2.564,0.3844,3529,14.7,12.55,11.34,10.55,4.15,1,-4.174,7.931,1
242.1,-62.61,3.836,2.257,22.13,10.05,0.3073,3407,15.37,13.1,11.82,11.05,4.05,1.584,-4.584,33.54,3
242.3,71.99,1.974,9.411,41.22,1.821,0.7144,4900,13.76,12.69,12,11.4,7.15,1.07,-4.633,7.732,0
242.4,39.25,1.497,25.51,0.9719,2.012,0.3275,3458,14.09,11.88,10.64,9.867,3.05,1,-4.493,7.496,3
242.7,35.24,2.037,10.06,2.812,3.386,0.2971,3407,15.45,13.18,11.9,11.13,4.05,1,-4.5,7.83,1
242.8,-13.87,3.631,6.231,7.341,6.029,0.3543,3483,14.88,12.69,11.45,10.68,4.05,1.026,-4.355,29.09,2
243.1,-6.494,1.252,0.8399,37.57,5.355,0.186,3239,16.19,13.68,12.28,11.51,3.25,1.03,-3.548,8.063,4
243.1,66.9,2.479,6.357,5.871,4.693,0.3159,3415,15.6,13.33,12.06,11.28,4.35,1.012,-3.525,19.36,2
243.2,76.36,6.113,2.876,1925,5.356,1.371,6823,10.92,10.5,10.18,9.991,7.55,1,-4.87,61.44,0
243.3,49.29,1.822,7.155,1.786,5.757,0.1622,3224,15.27,12.74,11.34,10.58,2,1.062,-2.681,16.33,3
243.3,-58.65,3.386,2.577,15.38,9.423,0.2741,3361,15.9,13.57,12.26,11.5,4.2,4.379,-4.3,13.41,3
243.6,70.19,3.423,7.804,911.1,2.038,1.5,7727,7.975,7.742,7.545,7.462,5.35,1.002,-4.755,35.92,1
243.7,47.17,1.41,4.236,3.592,5.335,0.1622,3224,15.27,12.74,11.34,10.58,2,1.004,-3.959,31.2,3
243.8,-79.09,1.306,7.073,3.306,2.453,0.2388,3351,11.49,9.169,7.877,7.126,-0.5,1.008,-3.661,26.98,1
243.9,57.35,1.978,11.31,28.24,1.671,0.733,4710,12.29,11.18,10.39,9.755,5.5,1.002,-4.828,8.081,1
244.1,22.49,2.823,9.522,82.5,2.205,0.8956,5408,9.908,9.099,8.522,8.09,4.45,1,-4.708,22.27,2
244.1,36.84,2.844,11.69,2.595,4.317,0.3157,3420,15.04,12.78,11.5,10.73,3.8,1,-3.836,21.58,2
244.4,16.77,2.334,6.658,9.951,3.419,0.4287,3612,14.91,12.85,11.68,10.88,4.8,1.012,-4.457,7.593,2
244.5,68.42,5.612,128.7,0.481,2.358,0.5863,4086,15.55,13.94,12.97,12.15,7.15,1,-3.664,17.17,0
244.5,68.55,1.524,10.04,37.37,1.34,0.7507,4819,12.17,11.12,10.38,9.772,5.6,1,-4.567,9.942,1
244.5,28.53,1.224,0.5917,26.65,7.199,0.1386,2871,16.44,13.88,12.04,11.25,1.95,1.063,-3.616,15.79,3
244.6,-6.94,2.71,2.871,18.36,6.205,0.3321,3457,14.07,11.85,10.61,9.838,3.05,1.002,-4.384,37.3,3
244.8,66.38,2.466,6.661,1345,1.549,1.73,7568,9.6,9.338,9.121,9.022,7.2,1.014,-4.482,15.57,1
245.1,22.44,11.25,3.639,1222,9.454,1.509,6152,9.556,8.968,8.542,8.253,5.9,1.003,-4.694,223.5,0
245.2,69.95,1.314,1.902,16.94,4.073,0.2279,3291,17.19,14.75,13.39,12.62,4.85,1.051,-4.23,8.923,3
245.2,37.52,3.913,1.913,19.91,12.68,0.2505,3342,14.35,11.99,10.68,9.916,2.4,1.001,-4.006,144.1,3
245.2,61.36,2.724,7.723,304.4,2.236,1.071,6427,11.25,10.72,10.32,10.06,7,1.001,-4.236,17.66,1
245.2,28.58,1.238,0.7771,50.88,4.689,0.2132,3275,16.33,13.87,12.5,11.73,3.8,1,-4.384,8.904,3
245.3,3.67,2.7,11.61,11.72,2.672,0.5778,4097,13.59,12,11.04,10.23,5.2,1,-3.85,8.183,0
245.4,73.62,9.489,195.4,11.95,1.891,2.143,6324,9.912,9.369,8.971,8.711,7.15,1.001,-4.536,53.21,0
245.6,57.95,1.467,3.214,6.339,6.047,0.188,3239,16.72,14.21,12.81,12.04,3.8,1.005,-4.439,10.6,3
245.7,65.08,3.827,25.36,39.61,2.156,0.9815,5929,10.69,10.04,9.573,9.237,5.9,1,-4.778,53.34,1
246,-4.202,2.026,7.147,5.442,3.494,0.3321,3457,14.07,11.85,10.61,9.838,3.05,1.063,-3.499,11.58,3
246.1,58.83,1.723,2.226,361.2,2.451,0.7703,5093,11.1,10.18,9.518,8.994,4.95,1,-3.771,13.95,2
246.1,68.67,2.289,14.38,3.69,2.605,0.4359,3610,15.67,13.61,12.44,11.64,5.6,1,-4.5,12.34,2
246.2,25.66,3.213,15.52,2.234,3.933,0.359,3491,14.73,12.55,11.32,10.54,3.95,1,-4.541,21.9,1
246.3,54.21,1.852,14.9,129.6,1.11,1.217,6252,9.439,8.872,8.467,8.196,5.4,1,-4.87,8.598,1
246.8,57.99,1.754,2.743,24.83,3.836,0.3785,3519,15.41,13.26,12.03,11.25,4.8,1.004,-4.407,9.12,3
246.8,71.98,1.21,1.987,26.58,2.274,0.3126,3413,16.29,14.01,12.73,11.96,5,1.073,-3.616,7.382,3
246.9,2.565,1.944,10.65,1.886,3.842,0.2416,3324,15.35,12.96,11.63,10.87,3.25,1.007,-4.493,8.288,1
247,60.66,1.363,2.58,58,2.273,0.5167,3840,14.43,12.6,11.53,10.71,5.25,1,-3.461,9.292,2
247.1,44.36,3.411,13.94,31.94,2.487,0.778,5105,11.57,10.66,9.993,9.472,5.45,1.014,-4.716,15.68,0
247.1,34.53,2.9,20.81,1.203,3.628,0.3157,3420,15.04,12.78,11.5,10.73,3.8,1,-4.174,10.65,2
247.3,39.93,3.6,6.774,150.1,3.323,0.8322,5715,11.29,10.59,10.07,9.692,5.95,1,-3.771,19.25,0
247.3,63.52,3.124,2.153,38.98,6.861,0.4033,3552,15.75,13.62,12.41,11.62,5.35,1.329,-3.93,41.64,3
247.4,41.93,3.978,20.69,40.28,2.267,0.9602,5702,10.97,10.26,9.746,9.374,5.95,1.018,-4.659,19.24,2
247.5,69.06,1.692,2.355,1562,2.043,1.317,5929,10.48,9.835,9.368,9.041,6.35,1,-4.836,14,1
247.5,31.89,1.728,6.106,6.121,3.298,0.3156,3433,14.5,12.25,10.99,10.22,3.3,1.01,-3.273,7.636,2
247.6,46.64,1.939,41.62,0.1707,3.392,0.1622,3224,15.27,12.74,11.34,10.58,2,1,-3.836,19.85,3
248.1,28.27,2.424,7.917,13.38,2.974,0.5138,3875,11.82,10.06,9.019,8.209,2.75,1.013,-3.487,11.19,2
248.1,73.31,2.552,40.52,33.91,1.149,1.172,6252,8.332,7.77,7.361,7.085,4.2,1,-4.508,23.38,0
248.4,45.42,2.405,15.57,27.39,1.731,0.7829,5082,11.84,10.91,10.24,9.714,5.7,1.009,-4.688,9.665,0
248.4,61.16,2.197,15.88,365.8,1.154,1.773,7031,9.593,9.217,8.925,8.759,6.9,1,-4.739,10.71,2
248.5,67.33,2.914,12.24,6.641,3.07,0.4983,3814,15.52,13.66,12.58,11.76,6.2,1.001,-3.562,14.22,3
248.6,70.02,2.15,6.291,254.2,1.794,1.077,5821,11.91,11.22,10.74,10.4,7.25,1,-4.221,9.866,1
248.7,61.43,2.973,3.788,786.9,3.075,1.071,6427,11.25,10.72,10.32,10.06,7,1.024,-4.009,30.2,1
248.7,41.13,1.629,2.55,29.47,3.535,0.3864,3580,13.88,11.8,10.62,9.836,3.5,1,-4.471,12.76,3
248.8,-29.47,1.52,14.27,1.351,2.726,0.2465,3351,12.68,10.35,9.055,8.299,0.75,1.042,-4.355,25.4,2
249,30.39,1.693,0.5958,490.3,4.833,0.5406,3956,12.45,10.75,9.743,8.931,3.65,1,-4.321,24.33,2
249.3,60.21,1.627,9.573,1.684,3.896,0.2054,3262,17.01,14.53,13.15,12.38,4.35,1.011,-3.95,11.96,2
249.5,57.83,1.98,3.819,160.5,2.313,0.7726,4977,12.6,11.63,10.93,10.37,6.3,1,-4.679,7.305,1
249.5,41.1,1.922,11.56,0.9994,5.014,0.1683,3236,13.89,11.38,10,9.239,0.75,1.005,-3.325,40.17,2
249.5,58.87,2.468,23.43,0.5107,4.259,0.2054,3262,17.01,14.53,13.15,12.38,4.35,1.001,-3.525,18.55,2
249.6,65,1.625,13.23,50.7,1.321,0.7792,5572,10.52,9.773,9.229,8.819,4.9,1.004,-4.668,17.86,1
249.6,73.54,1.914,22.51,0.6243,3.154,0.2258,3291,16.75,14.32,12.96,12.19,4.4,1.015,-4.497,12.35,2
249.7,72.86,2.353,27.46,39.32,1.196,1.031,6095,10.78,10.18,9.742,9.441,6.25,1,-4.637,15.47,1
249.8,60.63,3.761,105.8,6.067,1.212,1.092,5781,12.28,11.58,11.08,10.73,7.6,1,-4.262,12.41,1
249.9,65.73,3.231,17.09,94.3,1.871,1.105,6266,11.46,10.9,10.49,10.21,7.2,1.001,-4.71,22.45,1
249.9,72,1.297,0.5483,562.3,3.037,0.5511,3958,14.73,13.02,12,11.18,5.95,1,-3.959,10.71,3
250,58.2,2.131,8.092,44.12,2.002,0.733,4710,12.29,11.18,10.39,9.755,5.5,1.008,-4.841,16.03,1
250,44.88,1.927,2.201,17.55,5.973,0.2635,3349,16.44,14.09,12.77,12,4.6,1.286,-3.622,9.132,2
250,73.57,1.641,6.615,1.967,5.362,0.1626,3214,17.68,15.12,13.7,12.93,4.35,1.062,-4.5,8.831,2
250.2,72.4,1.682,2.387,49.76,3.306,0.4734,3716,15.35,13.39,12.27,11.46,5.7,1.052,-4.345,11.09,3
250.5,-12.61,1.49,16.46,1.148,2.901,0.2493,3365,11.56,9.253,7.968,7.216,-0.3,1.04,-4.574,32.06,1
250.6,78.31,2.273,4.903,315.9,2.139,0.9688,5902,9.633,8.976,8.504,8.168,4.8,1.008,-4.785,21.38,0
250.7,66.61,1.04,6.696,6.11,0.8434,0.3368,3449,14.66,12.44,11.18,10.41,3.65,1,-3.487,8.164,1
250.9,27.07,1.426,1.891,14.81,6.002,0.206,3269,15.36,12.9,11.53,10.77,2.75,1.004,-4.029,11.4,3
251.1,-29.05,2.785,4.053,319.3,2.738,0.9657,5572,10.06,9.299,8.768,8.385,4.95,1.067,-4.595,17.01,1
251.2,45.55,2.522,3.802,518.8,2.518,0.9517,6223,9.92,9.347,8.931,8.646,5.3,1,-4.707,24.17,2
251.4,62.93,19.58,55.75,26.97,6.256,1.386,6180,11.06,10.47,10.05,9.775,7.25,1.309,-4.112,332.8,2
251.5,27.94,1.656,6.093,36.64,2.019,0.6093,4323,11.58,10.19,9.305,8.542,3.75,1,-4.439,10.11,2
251.5,58,1.468,21.24,17.84,1.099,0.7703,5093,11.1,10.18,9.518,8.994,4.95,1.001,-4.401,9.262,2
251.5,33.46,2.617,8.276,373.7,1.843,1.329,6427,8.214,7.697,7.321,7.077,4.5,1.001,-4.233,7.925,0
251.6,59.75,2.837,53.21,0.5872,2.079,0.4184,3590,15.47,13.38,12.2,11.4,5.25,1.04,-4.449,10.1,2
251.6,22.02,2.578,3.457,330.7,2.789,0.907,5445,10.8,9.997,9.428,9.004,5.4,1.022,-4.867,10.84,0
251.7,51.96,1.489,1.15,447.5,3.478,0.6524,4538,13.22,11.97,11.16,10.45,5.9,1,-4.838,8.118,2
251.8,74.56,3.091,13.22,12.69,2.744,0.6105,4306,14.83,13.41,12.51,11.74,6.95,1.143,-4.008,11.78,1
252.1,72.41,15.7,107,3.015,5.257,0.7923,5521,10.02,9.259,8.707,8.29,4.4,1.039,-4.746,796.7,1
252.2,70.94,0.9336,6.289,132,0.3201,0.7923,5521,10.02,9.259,8.707,8.29,4.4,1,-4.871,9.302,1
252.4,63.77,2.024,21.86,0.8055,2.978,0.2594,3338,16.71,14.34,13.01,12.24,4.8,1.023,-3.589,9.614,3
252.6,47.76,1.559,0.6997,330.2,4.468,0.5165,3829,13.99,12.16,11.09,10.27,4.8,1.019,-4.345,11.18,3
252.8,71.04,1.614,3.191,1960,1.449,1.414,7047,8.045,7.671,7.392,7.235,4.9,1,-4.298,13.9,0
252.9,0.3354,1.95,3.038,25.66,3.91,0.4057,3587,13.36,11.29,10.12,9.333,3.1,1.022,-4.293,18.43,3
253.1,54.99,2.239,1.703,44.36,5.821,0.3691,3487,16.41,14.21,12.97,12.18,5.65,1,-3.85,9.723,2
253.2,44.66,1.827,0.5001,355.4,6.278,0.4514,3653,14.75,12.73,11.58,10.77,4.85,1.001,-3.548,14.03,3
253.2,37.52,3,4.077,31.26,4.511,0.5115,3851,13.56,11.75,10.7,9.881,4.4,1,-4.457,21.22,3
253.3,57.94,2.076,52.33,0.9712,1.396,0.5036,3797,14.22,12.35,11.27,10.46,4.9,1,-4.578,9.589,1
253.4,69.06,1.993,9.7,53.24,1.711,0.7761,5140,13.14,12.23,11.58,11.07,7.05,1.004,-4.502,8.548,0
253.5,70.42,3.788,4.335,2998,2.483,1.897,7780,8.908,8.697,8.512,8.44,6.85,1,-4.734,44.67,3
253.5,37.34,3.434,13.47,55.39,2.401,0.8592,5585,10.33,9.585,9.046,8.645,4.95,1,-4.712,18.34,0
253.6,50.91,2.376,8.663,65.27,2.025,0.8099,5140,10.48,9.575,8.925,8.422,4.5,1,-4.849,19.42,1
253.6,81.18,2.848,10.37,4519,1.035,2.431,1.104e+04,6.775,6.888,6.916,6.983,6.3,1.001,-4.707,8.472,0
253.7,67.95,2.234,0.5405,165,9.297,0.329,3421,16.66,14.39,13.11,12.33,5.5,1,-3.67,26.27,1
253.7,-9.674,4.455,20.91,5.045,3.574,0.5682,4051,12.7,11.09,10.11,9.302,4.2,1.017,-3.664,25.71,1
253.7,71.44,2.77,13.32,279.3,1.53,1.404,6950,10.9,10.5,10.19,10.02,7.65,1.012,-4.333,13.04,0
253.8,7.091,1.438,1.073,156.4,3.869,0.4808,3761,12.37,10.49,9.402,8.596,2.9,1.024,-4.497,11.3,3
253.9,70.55,1.398,11.93,1.456,2.811,0.2258,3291,16.75,14.32,12.96,12.19,4.4,1,-4.464,8.644,2
254,71.44,2.077,135.8,4.666,0.6251,1.031,6095,10.78,10.18,9.742,9.441,6.25,1.013,-4.636,7.334,1
254,74.86,2.73,59.51,31.89,0.8955,1.435,6622,9.78,9.297,8.966,8.765,6.4,1.003,-4.35,10.47,1
254.1,59.08,2.429,11.52,2.744,3.59,0.3274,3425,16.82,14.55,13.27,12.49,5.65,1,-4.449,10.39,0
254.2,78.04,4.701,45.89,28.27,1.79,1.157,6397,11,10.46,10.08,9.832,6.95,1.006,-4.655,32.96,0
254.3,20.57,1.887,1.654,43.36,5.14,0.3557,3477,14.99,12.79,11.55,10.77,4.15,1.278,-3.979,9.919,3
254.4,46.85,2.625,18.24,1.064,3.935,0.2655,3350,16.32,13.97,12.65,11.88,4.5,1,-3.697,9.255,2
254.4,63.88,2.117,12.53,3.015,2.826,0.3636,3494,15.71,13.52,12.29,11.51,4.95,1.004,-4.5,13.71,2
254.5,65.25,2.138,7.227,7.754,3.221,0.4033,3552,15.75,13.62,12.41,11.62,5.35,1,-3.273,11.72,3
254.5,56.06,2.729,12.73,35.61,2.185,0.7515,5117,12.29,11.38,10.72,10.2,6.1,1.002,-4.826,11.59,1
254.5,56.36,2.583,10.67,363.6,1.531,1.35,7047,10.88,10.49,10.2,10.04,7.6,1.009,-4.551,10.3,1
254.6,53.57,1.658,6.97,7.239,2.699,0.3783,3519,14.5,12.35,11.13,10.35,3.9,1.009,-4.045,10.94,2
254.8,58.76,2.282,10.15,162.1,1.607,1.171,5861,11.39,10.71,10.24,9.908,6.95,1.003,-4.594,13.14,0
254.9,58.84,2.134,13.52,5.899,2.248,0.5036,3797,14.22,12.35,11.27,10.46,4.9,1,-3.67,16.24,1
255,78.44,1.965,3.175,111.1,2.765,0.6463,4526,13.86,12.57,11.75,11.05,6.45,1,-4.794,8.161,0
255.2,-69.53,3.129,39.05,34.28,1.496,1.156,6138,10.51,9.919,9.488,9.191,6.25,1.026,-4.675,8.58,1
255.3,75.27,2.056,3.372,237.4,2.4,0.8339,5117,13.01,12.08,11.42,10.92,7.05,1,-4.785,8.088,0
255.5,6.092,2.87,17.43,61.16,1.78,1.015,5808,9.5,8.82,8.332,7.982,4.7,1.005,-4.731,14.26,0
255.5,70.66,2.722,3.047,49.8,4.486,0.5294,3871,14.55,12.76,11.7,10.88,5.5,2.14,-4.578,21.45,3
255.8,72.26,2.547,52.63,0.2281,2.852,0.2461,3321,17.28,14.89,13.55,12.78,5.25,1.002,-3.296,7.62,1
255.8,74.2,2.869,7.564,68.41,2.695,0.7365,5129,13.07,12.16,11.51,10.99,6.85,1,-4.714,18.12,3
256,63.64,1.476,1.792,55.36,3.928,0.4225,3594,15.08,13,11.82,11.02,4.9,1,-4.311,15.09,3
256,65.03,2.15,21.64,1.455,2.389,0.3636,3494,15.71,13.52,12.29,11.51,4.95,1,-4.5,10.2,2
256.1,77.01,2.03,6.59,0.7591,8.637,0.1026,2972,18.6,16.31,14.86,14.32,4.2,1.011,-3.562,9.903,2
256.2,78.45,2.089,32.88,2.837,1.506,0.5762,4060,13.97,12.35,11.37,10.56,5.5,1,-4.321,8.151,1
256.3,64.25,2.309,10.71,4.222,3.05,0.3878,3542,15.84,13.71,12.5,11.71,5.35,1,-4.433,10.96,2
256.3,68.48,2.37,7.908,15.91,2.801,0.5481,3955,13.79,12.08,11.06,10.25,5,1.04,-3.525,17.01,1
256.3,80.31,2.977,11.83,49.46,2.233,0.8168,5309,12.47,11.63,11.03,10.56,6.7,1.002,-4.743,11.02,0
256.5,58.35,2.068,13.57,1.422,3.327,0.2614,3326,16.62,14.26,12.93,12.17,4.85,1.008,-4.226,10.76,2
256.5,48.38,2.984,2.61,19.01,7.344,0.3159,3423,15.28,13.02,11.75,10.98,4.05,1,-4.35,36.52,2
256.5,70.17,4.279,188.5,2.02,1.155,0.9847,5572,10.59,9.826,9.288,8.896,5.5,1.008,-4.743,21.21,1
256.5,-61.65,3.576,6.166,219.4,3.068,0.9635,5808,10.41,9.731,9.244,8.894,5.5,1.012,-4.778,20.48,3
256.7,58.3,2.6,4.137,5.528,7.67,0.2157,3270,18.03,15.56,14.18,13.4,5.5,1.235,-4.493,14.97,2
256.7,73.92,3.49,5.352,300.2,3.026,1.046,5808,10.59,9.898,9.411,9.065,5.85,1.012,-4.147,43.86,0
256.7,56.64,1.345,2.74,21.52,2.752,0.3523,3469,15.99,13.78,12.53,11.75,5.1,1.033,-4.321,8.425,3
256.8,29.07,3.158,5.592,73.41,3.424,0.6887,4822,11.17,10.06,9.34,8.724,4.35,1.001,-3.844,20.92,2
256.9,45.02,2.592,2.376,1833,2.596,1.339,6383,9.819,9.278,8.903,8.662,6.1,1.009,-4.684,19.32,2
257,76.31,2.842,2.41,51.45,5.427,0.483,3711,15.72,13.76,12.63,11.82,6.1,1.027,-4.409,22.13,2
257.1,63.74,1.536,3.407,2383,1.34,1.594,7145,9.482,9.13,8.86,8.713,6.65,1.002,-4.165,8.271,0
257.1,60.51,3.377,6.361,16.87,4.345,0.5169,3808,16.81,14.94,13.85,13.03,7.55,1,-3.67,7.543,2
257.3,75.01,2.153,2.69,44.44,4.041,0.483,3711,15.72,13.76,12.63,11.82,6.1,1.001,-4.3,13.37,3
257.4,50.27,1.879,3.887,10.68,4.193,0.308,3425,14.72,12.47,11.2,10.43,3.45,1.014,-4.029,20.24,3
257.6,62.67,2.194,6.533,9.864,3.297,0.4225,3594,15.08,13,11.82,11.02,4.9,1.001,-3.548,16.08,3
257.6,58.11,1.488,0.8238,2434,2.975,0.9231,5546,12.01,11.24,10.69,10.29,6.75,1,-4.871,12.14,1
257.6,57.86,3.625,88.2,55.75,0.841,1.796,8147,9.984,9.84,9.695,9.654,8,1.001,-4.369,8.88,0
257.6,57.88,1.036,1.986,40.56,1.11,0.3866,3548,13.87,11.76,10.56,9.777,3.4,1.009,-4.449,17.91,1
257.8,60.31,2.242,3.421,15.71,4.793,0.3481,3462,15.63,13.41,12.16,11.38,4.7,1.048,-2.472,8.356,3
257.9,77.46,2.567,3.452,468,2.778,0.9109,5929,12.1,11.45,10.98,10.65,7.15,1.01,-4.7,25.29,0
257.9,5.88,3.664,5.238,85.34,3.91,0.7113,4853,10.37,9.36,8.627,8.031,3.75,1.012,-4.423,48.02,0
258.1,59.24,3.279,6.762,65.09,3.288,0.7034,4946,10.71,9.687,9.007,8.427,4.15,1,-3.873,62.05,2
258.2,57,2.848,3.006,33.96,5.102,0.4653,3660,17.24,15.21,14.05,13.24,7.4,1.004,-3.67,7.641,3
258.3,69.74,3.318,39.49,5.045,1.877,0.6898,4727,14.19,13.03,12.28,11.63,7.25,1,-4.815,9.386,1
258.3,62.14,8.016,13.11,42.8,5.757,0.7541,5433,12.02,11.23,10.66,10.22,6.2,1.023,-4.742,138.8,0
258.6,74.95,1.448,3.096,22.19,3.267,0.3864,3529,14.93,12.79,11.58,10.79,4.4,1.013,-4.104,15.27,2
258.7,64.19,2.637,2.422,26.97,6.09,0.363,3483,15.9,13.7,12.46,11.67,5.1,1,-2.681,20.83,1
258.7,58.26,2.753,14.28,28.08,2.023,0.7902,4943,12.34,11.35,10.64,10.08,6.05,1.003,-4.794,20.97,1
258.8,59.95,1.972,13.52,38.83,1.468,0.8255,5188,10.84,9.949,9.312,8.82,4.95,1.001,-4.834,22.16,2
258.9,63.31,2.387,7.565,218.5,2.011,0.9907,6095,12.65,12.04,11.6,11.29,8,1.005,-4.739,9.453,0
